P1 Action,P2 Action,P1 Type,P2 Type,Winner,P1 Net Dmg,P2 Net Dmg,Mom Shift,Note
Basic Heavy,Perfect Block,OFF,DEF,P1,0,0,3,
Basic Heavy,Perfect Strike,OFF,OFF,SPEED_TIE,3,3,2,
Basic Heavy,Precise Strike,OFF,OFF,P2,3,1,2,
Basic Heavy,Preparation,OFF,OFF,P2,3,0,3,
Basic Heavy,Prime,OFF,DEF,P1,2,0,3,
Basic Heavy,Pummel,OFF,OFF,P2,3,0,1,
Basic Heavy,Push,OFF,OFF,P2,3,0,2,
Basic Heavy,Push Kick,OFF,DEF,P1,3,0,2,
Basic Heavy,Quick Dodge,OFF,DEF,P1,3,0,3,
Basic Heavy,Read Defence,OFF,OFF,P2,3,0,3,
Basic Heavy,Read Offence,OFF,DEF,P1,3,0,3,
Basic Heavy,Redirect,OFF,DEF,P1,3,0,0,
Basic Heavy,Resounding Counter,OFF,DEF,P1,3,2,1,
Basic Heavy,Resounding Parry,OFF,DEF,P1,3,0,0,
Basic Heavy,Retreating Defence,OFF,DEF,P1,3,0,0,
Basic Heavy,Roll Punch,OFF,OFF,P2,3,3,0,
Basic Heavy,Roundhouse Kick,OFF,OFF,SPEED_TIE,3,3,1,
Basic Heavy,Slapping Parry,OFF,DEF,P1,3,2,0,
Basic Heavy,Slip Behind,OFF,DEF,P1,3,0,3,
Basic Heavy,Step-up,OFF,OFF,P2,3,0,2,
Basic Heavy,Strike Back,OFF,DEF,P1,3,0,3,
Basic Heavy,Suplex,OFF,OFF,SPEED_TIE,3,3,0,
Basic Heavy,Throw,OFF,OFF,P2,3,3,2,
Basic Heavy,Tiring Parry,OFF,DEF,P1,3,0,0,
Basic Heavy,Toppling Kick,OFF,DEF,P1,3,1,3,
Basic Heavy,Twist Arm,OFF,OFF,P2,3,0,3,
Basic Heavy,Ultimate Barrage,OFF,OFF,P2,3,10,-7,
Basic Heavy,Unassailable Stance,OFF,OFF,P2,3,0,3,
Basic Heavy,Untouchable Dodge,OFF,DEF,P1,3,0,3,
Basic Heavy,Uppercut,OFF,OFF,P2,3,0,0,
Basic Heavy,Vital Point Assault,OFF,OFF,P2,3,4,3,
Basic Heavy,Vital Strike,OFF,OFF,SPEED_TIE,3,2,3,
Basic Heavy,Weave,OFF,DEF,P1,3,0,3,
Basic Heavy,Wind-up,OFF,DEF,P1,3,1,1,
Basic Light,Active Block,OFF,DEF,P1,0,0,0,
Basic Light,Adept Block,OFF,DEF,P1,0,0,0,
Basic Light,Adept Dodge,OFF,DEF,P1,0,0,0,
Basic Light,Adept Heavy,OFF,OFF,P1,1,2,-3,
Basic Light,Adept Light,OFF,OFF,SPEED_TIE,1,2,-1,
Basic Light,Adept Parry,OFF,DEF,P1,1,0,0,
Basic Light,Adept Positioning,OFF,OFF,P2,1,0,0,
Basic Light,Adept Reversal,OFF,DEF,P1,1,0,-1,
Basic Light,Adept Tech,OFF,OFF,P1,1,1,0,
Basic Light,Adjust Stance,OFF,OFF,SPEED_TIE,1,0,0,
Basic Light,Advancing Parry,OFF,DEF,P1,0,0,0,
Basic Light,Basic Block,OFF,DEF,P1,0,0,0,
Basic Light,Basic Dodge,OFF,DEF,P1,0,0,0,
Basic Light,Basic Heavy,OFF,OFF,P1,1,3,-3,
Basic Light,Basic Light,OFF,OFF,SPEED_TIE,1,1,0,
Basic Light,Basic Parry,OFF,DEF,P1,1,0,0,
Basic Light,Basic Positioning,OFF,OFF,P2,1,0,0,
Basic Light,Basic Reversal,OFF,DEF,P1,1,0,0,
Basic Light,Basic Technical,OFF,OFF,P1,1,1,-1,
Basic Light,Breakout,OFF,DEF,P1,0,0,-1,
Basic Light,Catch,OFF,DEF,P1,0,0,0,
Basic Light,Counter Strike,OFF,DEF,P1,1,1,0,
Basic Light,Crushing Block,OFF,DEF,P1,0,1,0,
Basic Light,Discombobulate,OFF,OFF,SPEED_TIE,1,1,0,
Basic Light,Draining Defence,OFF,DEF,P1,0,0,0,
Basic Light,Drop Kick,OFF,OFF,P1,1,4,0,
Basic Light,Drop Prone,OFF,DEF,P1,0,0,0,
Basic Light,Drop Punch,OFF,DEF,P1,0,3,0,
Basic Light,Elbow Block,OFF,DEF,P1,0,1,0,
Basic Light,Evading Dance,OFF,DEF,P1,0,0,-1,
Basic Light,Final Strike,OFF,OFF,P1,1,15,0,
Basic Light,Flying Kick,OFF,OFF,P1,1,1,-2,
Basic Light,Go with the Flow,OFF,OFF,P1,1,0,0,
Basic Light,Grab,OFF,OFF,SPEED_TIE,1,0,0,
Basic Light,Hand Catch,OFF,DEF,P1,0,0,0,
Basic Light,Haymaker,OFF,OFF,P1,1,2,-3,
Basic Light,Headbutt,OFF,OFF,SPEED_TIE,1,0,0,
Basic Light,100 Hand Slap,OFF,OFF,SPEED_TIE,1,4,-4,
Basic Light,Immovable Stance,OFF,DEF,P1,0,0,-2,
Basic Light,Inner Peace,OFF,OFF,P2,1,0,0,
Basic Light,Knee Crush,OFF,OFF,P1,1,1,-4,
Basic Light,Lariat,OFF,OFF,P1,1,3,-2,
Basic Light,Leg Sweep,OFF,DEF,P1,1,0,0,
Basic Light,Master Block,OFF,DEF,P1,0,0,0,
Basic Light,Master Dodge,OFF,DEF,P1,0,0,-1,
Basic Light,Master Heavy,OFF,OFF,P1,1,3,-3,
Basic Light,Master Light,OFF,OFF,P1,1,2,-2,
Basic Light,Master Parry,OFF,DEF,P1,1,0,0,
Basic Light,Master Positioning,OFF,OFF,P2,1,0,0,
Basic Light,Master Reversal,OFF,DEF,P1,1,0,-2,
Basic Light,Master Tech,OFF,OFF,P1,1,2,0,
Basic Light,One-Two,OFF,OFF,P1,1,1,-1,
Basic Light,Overwhelming Aura,OFF,OFF,P2,1,5,0,
Basic Light,Parry Follow-up,OFF,DEF,P1,1,0,0,
Basic Light,Perfect Block,OFF,DEF,P1,0,0,0,
Basic Light,Perfect Strike,OFF,OFF,P1,1,3,-1,
Basic Light,Precise Strike,OFF,OFF,P1,1,1,-1,
Basic Light,Preparation,OFF,OFF,P2,1,0,0,
Basic Light,Prime,OFF,DEF,P1,0,0,0,
Basic Light,Pummel,OFF,OFF,SPEED_TIE,1,0,-2,
Basic Light,Push,OFF,OFF,SPEED_TIE,1,0,-1,
Basic Light,Push Kick,OFF,DEF,P1,1,0,-1,
Basic Light,Quick Dodge,OFF,DEF,P1,0,0,0,
Basic Light,Read Defence,OFF,OFF,P1,1,0,0,
Basic Light,Read Offence,OFF,DEF,P1,1,0,0,
Basic Light,Redirect,OFF,DEF,P1,1,0,0,
Basic Light,Resounding Counter,OFF,DEF,P1,1,2,-2,
Basic Light,Resounding Parry,OFF,DEF,P1,1,0,0,
Basic Light,Retreating Defence,OFF,DEF,P1,1,0,0,
Basic Light,Roll Punch,OFF,OFF,SPEED_TIE,1,3,-3,
Basic Light,Roundhouse Kick,OFF,OFF,P1,1,3,-2,
Basic Light,Slapping Parry,OFF,DEF,P1,1,2,0,
Basic Light,Slip Behind,OFF,DEF,P1,0,0,0,
Basic Light,Step-up,OFF,OFF,P2,1,0,-1,
Basic Light,Strike Back,OFF,DEF,P1,1,0,0,
Basic Light,Suplex,OFF,OFF,P1,1,3,-3,
Basic Light,Throw,OFF,OFF,P1,1,3,-1,
Basic Light,Tiring Parry,OFF,DEF,P1,1,0,0,
Basic Light,Toppling Kick,OFF,DEF,P1,1,1,0,
Basic Light,Twist Arm,OFF,OFF,P2,1,0,0,
Basic Light,Ultimate Barrage,OFF,OFF,SPEED_TIE,1,10,-10,
Basic Light,Unassailable Stance,OFF,OFF,P2,1,0,0,
Basic Light,Untouchable Dodge,OFF,DEF,P1,1,0,0,
Basic Light,Uppercut,OFF,OFF,SPEED_TIE,1,0,-3,
Basic Light,Vital Point Assault,OFF,OFF,P1,1,4,0,
Basic Light,Vital Strike,OFF,OFF,P1,1,2,0,
Basic Light,Weave,OFF,DEF,P1,0,0,0,
Basic Light,Wind-up,OFF,DEF,P1,1,1,-2,
Basic Parry,Active Block,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Adept Block,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Adept Dodge,DEF,DEF,P1,0,0,0,
Basic Parry,Adept Heavy,DEF,OFF,P2,0,2,0,
Basic Parry,Adept Light,DEF,OFF,P2,0,2,0,
Basic Parry,Adept Parry,DEF,DEF,P1,0,0,0,
Basic Parry,Adept Positioning,DEF,OFF,P2,0,0,0,
Basic Parry,Adept Reversal,DEF,DEF,P1,0,0,0,
Basic Parry,Adept Tech,DEF,OFF,P2,0,1,0,
Basic Parry,Adjust Stance,DEF,OFF,P2,0,0,0,
Basic Parry,Advancing Parry,DEF,DEF,P1,0,0,0,
Basic Parry,Basic Block,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Basic Dodge,DEF,DEF,P1,0,0,0,
Basic Parry,Basic Heavy,DEF,OFF,P2,0,3,0,
Basic Parry,Basic Light,DEF,OFF,P2,0,1,0,
Basic Parry,Basic Parry,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Basic Positioning,DEF,OFF,P2,0,0,0,
Basic Parry,Basic Reversal,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Basic Technical,DEF,OFF,P2,0,1,0,
Basic Parry,Breakout,DEF,DEF,P1,0,0,0,
Basic Parry,Catch,DEF,DEF,P1,0,0,0,
Basic Parry,Counter Strike,DEF,DEF,P1,0,1,0,
Basic Parry,Crushing Block,DEF,DEF,P1,0,1,0,
Basic Parry,Discombobulate,DEF,OFF,P2,0,1,0,
Basic Parry,Draining Defence,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Drop Kick,DEF,OFF,P2,0,4,0,
Basic Parry,Drop Prone,DEF,DEF,P1,0,0,0,
Basic Parry,Drop Punch,DEF,DEF,P1,0,3,0,
Basic Parry,Elbow Block,DEF,DEF,P1,0,1,0,
Basic Parry,Evading Dance,DEF,DEF,P1,0,0,0,
Basic Parry,Final Strike,DEF,OFF,P2,0,15,0,
Basic Parry,Flying Kick,DEF,OFF,P2,0,1,0,
Basic Parry,Go with the Flow,DEF,OFF,P2,0,0,0,
Basic Parry,Grab,DEF,OFF,P2,0,0,0,
Basic Parry,Hand Catch,DEF,DEF,P1,0,0,0,
Basic Parry,Haymaker,DEF,OFF,P2,0,2,0,
Basic Parry,Headbutt,DEF,OFF,P2,0,0,0,
Basic Parry,100 Hand Slap,DEF,OFF,P2,0,4,-3,
Basic Parry,Immovable Stance,DEF,DEF,P1,0,0,0,
Basic Parry,Inner Peace,DEF,OFF,P2,0,0,0,
Basic Parry,Knee Crush,DEF,OFF,P2,0,1,0,
Basic Parry,Lariat,DEF,OFF,P2,0,3,0,
Basic Parry,Leg Sweep,DEF,DEF,P1,0,0,0,
Basic Parry,Master Block,DEF,DEF,P1,0,0,0,
Basic Parry,Master Dodge,DEF,DEF,P1,0,0,0,
Basic Parry,Master Heavy,DEF,OFF,P2,0,3,0,
Basic Parry,Master Light,DEF,OFF,P2,0,2,0,
Basic Parry,Master Parry,DEF,DEF,P1,0,0,0,
Basic Parry,Master Positioning,DEF,OFF,P2,0,0,0,
Basic Parry,Master Reversal,DEF,DEF,P1,0,0,0,
Basic Parry,Master Tech,DEF,OFF,P2,0,2,0,
Basic Parry,One-Two,DEF,OFF,P2,0,1,0,
Basic Parry,Overwhelming Aura,DEF,OFF,P2,0,5,0,
Basic Parry,Parry Follow-up,DEF,DEF,P1,0,0,0,
Basic Parry,Perfect Block,DEF,DEF,P1,0,0,0,
Basic Parry,Perfect Strike,DEF,OFF,P2,0,3,0,
Basic Parry,Precise Strike,DEF,OFF,P2,0,1,0,
Basic Parry,Preparation,DEF,OFF,P2,0,0,0,
Basic Parry,Prime,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Pummel,DEF,OFF,P2,0,0,-1,
Basic Parry,Push,DEF,OFF,P2,0,0,0,
Basic Parry,Push Kick,DEF,DEF,P1,0,0,0,
Basic Parry,Quick Dodge,DEF,DEF,P1,0,0,0,
Basic Parry,Read Defence,DEF,OFF,P2,0,0,0,
Basic Parry,Read Offence,DEF,DEF,P1,0,0,0,
Basic Parry,Redirect,DEF,DEF,P1,0,0,0,
Basic Parry,Resounding Counter,DEF,DEF,P1,0,2,0,
Basic Parry,Resounding Parry,DEF,DEF,P1,0,0,0,
Basic Parry,Retreating Defence,DEF,DEF,P1,0,0,0,
Basic Parry,Roll Punch,DEF,OFF,P2,0,3,-2,
Basic Parry,Roundhouse Kick,DEF,OFF,P2,0,3,0,
Basic Parry,Slapping Parry,DEF,DEF,SPEED_TIE,0,2,0,
Basic Parry,Slip Behind,DEF,DEF,P1,0,0,0,
Basic Parry,Step-up,DEF,OFF,P2,0,0,0,
Basic Parry,Strike Back,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Suplex,DEF,OFF,P2,0,3,0,
Basic Parry,Throw,DEF,OFF,P2,0,3,0,
Basic Parry,Tiring Parry,DEF,DEF,P1,0,0,0,
Basic Parry,Toppling Kick,DEF,DEF,SPEED_TIE,0,1,0,
Basic Parry,Twist Arm,DEF,OFF,P2,0,0,0,
Basic Parry,Ultimate Barrage,DEF,OFF,P2,0,10,-9,
Basic Parry,Unassailable Stance,DEF,OFF,P2,0,0,0,
Basic Parry,Untouchable Dodge,DEF,DEF,P1,0,0,0,
Basic Parry,Uppercut,DEF,OFF,P2,0,0,0,
Basic Parry,Vital Point Assault,DEF,OFF,P2,0,4,0,
Basic Parry,Vital Strike,DEF,OFF,P2,0,2,0,
Basic Parry,Weave,DEF,DEF,SPEED_TIE,0,0,0,
Basic Parry,Wind-up,DEF,DEF,P1,0,1,0,
Basic Positioning,Active Block,OFF,DEF,P1,0,0,0,
Basic Positioning,Adept Block,OFF,DEF,P1,0,0,0,
Basic Positioning,Adept Dodge,OFF,DEF,P1,0,0,0,
Basic Positioning,Adept Heavy,OFF,OFF,P1,0,2,-3,
Basic Positioning,Adept Light,OFF,OFF,P1,0,2,-1,
Basic Positioning,Adept Parry,OFF,DEF,P1,0,0,0,
Basic Positioning,Adept Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Basic Positioning,Adept Reversal,OFF,DEF,P1,0,0,-1,
Basic Positioning,Adept Tech,OFF,OFF,P1,0,1,0,
Basic Positioning,Adjust Stance,OFF,OFF,P1,0,0,0,
Basic Positioning,Advancing Parry,OFF,DEF,P1,0,0,0,
Basic Positioning,Basic Block,OFF,DEF,P1,0,0,0,
Basic Positioning,Basic Dodge,OFF,DEF,P1,0,0,0,
Basic Positioning,Basic Heavy,OFF,OFF,P1,0,3,-3,
Basic Positioning,Basic Light,OFF,OFF,P1,0,1,0,
Basic Positioning,Basic Parry,OFF,DEF,P1,0,0,0,
Basic Positioning,Basic Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Basic Positioning,Basic Reversal,OFF,DEF,P1,0,0,0,
Basic Positioning,Basic Technical,OFF,OFF,P1,0,1,-1,
Basic Positioning,Breakout,OFF,DEF,P1,0,0,-1,
Basic Positioning,Catch,OFF,DEF,P1,0,0,0,
Basic Positioning,Counter Strike,OFF,DEF,P1,0,1,0,
Basic Positioning,Crushing Block,OFF,DEF,P1,0,1,0,
Basic Positioning,Discombobulate,OFF,OFF,P1,0,1,0,
Basic Positioning,Draining Defence,OFF,DEF,P1,0,0,0,
Basic Positioning,Drop Kick,OFF,OFF,P1,0,4,0,
Basic Positioning,Drop Prone,OFF,DEF,P1,0,0,0,
Basic Positioning,Drop Punch,OFF,DEF,P1,0,3,0,
Basic Positioning,Elbow Block,OFF,DEF,P1,0,1,0,
Basic Positioning,Evading Dance,OFF,DEF,P1,0,0,-1,
Basic Positioning,Final Strike,OFF,OFF,P1,0,15,0,
Basic Positioning,Flying Kick,OFF,OFF,P1,0,1,-2,
Basic Positioning,Go with the Flow,OFF,OFF,P1,0,0,0,
Basic Positioning,Grab,OFF,OFF,P1,0,0,0,
Basic Positioning,Hand Catch,OFF,DEF,P1,0,0,0,
Basic Positioning,Haymaker,OFF,OFF,P1,0,2,-3,
Basic Positioning,Headbutt,OFF,OFF,P1,0,0,0,
Basic Positioning,100 Hand Slap,OFF,OFF,P1,0,4,-4,
Basic Positioning,Immovable Stance,OFF,DEF,P1,0,0,-2,
Basic Positioning,Inner Peace,OFF,OFF,SPEED_TIE,0,0,0,
Basic Positioning,Knee Crush,OFF,OFF,P1,0,1,-4,
Basic Positioning,Lariat,OFF,OFF,P1,0,3,-2,
Basic Positioning,Leg Sweep,OFF,DEF,P1,0,0,0,
Basic Positioning,Master Block,OFF,DEF,P1,0,0,0,
Basic Positioning,Master Dodge,OFF,DEF,P1,0,0,-1,
Basic Positioning,Master Heavy,OFF,OFF,P1,0,3,-3,
Basic Positioning,Master Light,OFF,OFF,P1,0,2,-2,
Basic Positioning,Master Parry,OFF,DEF,P1,0,0,0,
Basic Positioning,Master Positioning,OFF,OFF,SPEED_TIE,0,0,0,
Basic Positioning,Master Reversal,OFF,DEF,P1,0,0,-2,
Basic Positioning,Master Tech,OFF,OFF,P1,0,2,0,
Basic Positioning,One-Two,OFF,OFF,P1,0,1,-1,
Basic Positioning,Overwhelming Aura,OFF,OFF,SPEED_TIE,0,5,0,
Basic Positioning,Parry Follow-up,OFF,DEF,P1,0,0,0,
Basic Positioning,Perfect Block,OFF,DEF,P1,0,0,0,
Basic Positioning,Perfect Strike,OFF,OFF,P1,0,3,-1,
Basic Positioning,Precise Strike,OFF,OFF,P1,0,1,-1,
Basic Positioning,Preparation,OFF,OFF,SPEED_TIE,0,0,0,
Basic Positioning,Prime,OFF,DEF,P1,0,0,0,
Basic Positioning,Pummel,OFF,OFF,P1,0,0,-2,
Basic Positioning,Push,OFF,OFF,P1,0,0,-1,
Basic Positioning,Push Kick,OFF,DEF,P1,0,0,-1,
Basic Positioning,Quick Dodge,OFF,DEF,P1,0,0,0,
Basic Positioning,Read Defence,OFF,OFF,P1,0,0,0,
Basic Positioning,Read Offence,OFF,DEF,P1,0,0,0,
Basic Positioning,Redirect,OFF,DEF,P1,0,0,0,
Basic Positioning,Resounding Counter,OFF,DEF,P1,0,2,-2,
Basic Positioning,Resounding Parry,OFF,DEF,P1,0,0,0,
Basic Positioning,Retreating Defence,OFF,DEF,P1,0,0,0,
Basic Positioning,Roll Punch,OFF,OFF,P1,0,3,-3,
Basic Positioning,Roundhouse Kick,OFF,OFF,P1,0,3,-2,
Basic Positioning,Slapping Parry,OFF,DEF,P1,0,2,0,
Basic Positioning,Slip Behind,OFF,DEF,P1,0,0,0,
Basic Positioning,Step-up,OFF,OFF,SPEED_TIE,0,0,-1,
Basic Positioning,Strike Back,OFF,DEF,P1,0,0,0,
Basic Positioning,Suplex,OFF,OFF,P1,0,3,-3,
Basic Positioning,Throw,OFF,OFF,P1,0,3,-1,
Basic Positioning,Tiring Parry,OFF,DEF,P1,0,0,0,
Basic Positioning,Toppling Kick,OFF,DEF,P1,0,1,0,
Basic Positioning,Twist Arm,OFF,OFF,SPEED_TIE,0,0,0,
Basic Positioning,Ultimate Barrage,OFF,OFF,P1,0,10,-10,
Basic Positioning,Unassailable Stance,OFF,OFF,SPEED_TIE,0,0,0,
Basic Positioning,Untouchable Dodge,OFF,DEF,P1,0,0,0,
Basic Positioning,Uppercut,OFF,OFF,P1,0,0,-3,
Basic Positioning,Vital Point Assault,OFF,OFF,P1,0,4,0,
Basic Positioning,Vital Strike,OFF,OFF,P1,0,2,0,
Basic Positioning,Weave,OFF,DEF,P1,0,0,0,
Basic Positioning,Wind-up,OFF,DEF,P1,0,1,-2,
Basic Reversal,Active Block,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Adept Block,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Adept Dodge,DEF,DEF,P1,0,0,0,
Basic Reversal,Adept Heavy,DEF,OFF,P2,0,2,-3,
Basic Reversal,Adept Light,DEF,OFF,P2,0,2,-1,
Basic Reversal,Adept Parry,DEF,DEF,P1,0,0,0,
Basic Reversal,Adept Positioning,DEF,OFF,P2,0,0,0,
Basic Reversal,Adept Reversal,DEF,DEF,P1,0,0,-1,
Basic Reversal,Adept Tech,DEF,OFF,P2,0,1,0,
Basic Reversal,Adjust Stance,DEF,OFF,P2,0,0,0,
Basic Reversal,Advancing Parry,DEF,DEF,P1,0,0,0,
Basic Reversal,Basic Block,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Basic Dodge,DEF,DEF,P1,0,0,0,
Basic Reversal,Basic Heavy,DEF,OFF,P2,0,3,-3,
Basic Reversal,Basic Light,DEF,OFF,P2,0,1,0,
Basic Reversal,Basic Parry,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Basic Positioning,DEF,OFF,P2,0,0,0,
Basic Reversal,Basic Reversal,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Basic Technical,DEF,OFF,P2,0,1,-1,
Basic Reversal,Breakout,DEF,DEF,P1,0,0,-1,
Basic Reversal,Catch,DEF,DEF,P1,0,0,0,
Basic Reversal,Counter Strike,DEF,DEF,P1,0,1,0,
Basic Reversal,Crushing Block,DEF,DEF,P1,0,1,0,
Basic Reversal,Discombobulate,DEF,OFF,P2,0,1,0,
Basic Reversal,Draining Defence,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Drop Kick,DEF,OFF,P2,0,4,0,
Basic Reversal,Drop Prone,DEF,DEF,P1,0,0,0,
Basic Reversal,Drop Punch,DEF,DEF,P1,0,3,0,
Basic Reversal,Elbow Block,DEF,DEF,P1,0,1,0,
Basic Reversal,Evading Dance,DEF,DEF,P1,0,0,-1,
Basic Reversal,Final Strike,DEF,OFF,P2,0,15,0,
Basic Reversal,Flying Kick,DEF,OFF,P2,0,1,-2,
Basic Reversal,Go with the Flow,DEF,OFF,P2,0,0,0,
Basic Reversal,Grab,DEF,OFF,P2,0,0,0,
Basic Reversal,Hand Catch,DEF,DEF,P1,0,0,0,
Basic Reversal,Haymaker,DEF,OFF,P2,0,2,-3,
Basic Reversal,Headbutt,DEF,OFF,P2,0,0,0,
Basic Reversal,100 Hand Slap,DEF,OFF,P2,0,4,-4,
Basic Reversal,Immovable Stance,DEF,DEF,P1,0,0,-2,
Basic Reversal,Inner Peace,DEF,OFF,P2,0,0,0,
Basic Reversal,Knee Crush,DEF,OFF,P2,0,1,-4,
Basic Reversal,Lariat,DEF,OFF,P2,0,3,-2,
Basic Reversal,Leg Sweep,DEF,DEF,P1,0,0,0,
Basic Reversal,Master Block,DEF,DEF,P1,0,0,0,
Basic Reversal,Master Dodge,DEF,DEF,P1,0,0,-1,
Basic Reversal,Master Heavy,DEF,OFF,P2,0,3,-3,
Basic Reversal,Master Light,DEF,OFF,P2,0,2,-2,
Basic Reversal,Master Parry,DEF,DEF,P1,0,0,0,
Basic Reversal,Master Positioning,DEF,OFF,P2,0,0,0,
Basic Reversal,Master Reversal,DEF,DEF,P1,0,0,-2,
Basic Reversal,Master Tech,DEF,OFF,P2,0,2,0,
Basic Reversal,One-Two,DEF,OFF,P2,0,1,-1,
Basic Reversal,Overwhelming Aura,DEF,OFF,P2,0,5,0,
Basic Reversal,Parry Follow-up,DEF,DEF,P1,0,0,0,
Basic Reversal,Perfect Block,DEF,DEF,P1,0,0,0,
Basic Reversal,Perfect Strike,DEF,OFF,P2,0,3,-1,
Basic Reversal,Precise Strike,DEF,OFF,P2,0,1,-1,
Basic Reversal,Preparation,DEF,OFF,P2,0,0,0,
Basic Reversal,Prime,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Pummel,DEF,OFF,P2,0,0,-2,
Basic Reversal,Push,DEF,OFF,P2,0,0,-1,
Basic Reversal,Push Kick,DEF,DEF,P1,0,0,-1,
Basic Reversal,Quick Dodge,DEF,DEF,P1,0,0,0,
Basic Reversal,Read Defence,DEF,OFF,P2,0,0,0,
Basic Reversal,Read Offence,DEF,DEF,P1,0,0,0,
Basic Reversal,Redirect,DEF,DEF,P1,0,0,0,
Basic Reversal,Resounding Counter,DEF,DEF,P1,0,2,-2,
Basic Reversal,Resounding Parry,DEF,DEF,P1,0,0,0,
Basic Reversal,Retreating Defence,DEF,DEF,P1,0,0,0,
Basic Reversal,Roll Punch,DEF,OFF,P2,0,3,-3,
Basic Reversal,Roundhouse Kick,DEF,OFF,P2,0,3,-2,
Basic Reversal,Slapping Parry,DEF,DEF,SPEED_TIE,0,2,0,
Basic Reversal,Slip Behind,DEF,DEF,P1,0,0,0,
Basic Reversal,Step-up,DEF,OFF,P2,0,0,-1,
Basic Reversal,Strike Back,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Suplex,DEF,OFF,P2,0,3,-3,
Basic Reversal,Throw,DEF,OFF,P2,0,3,-1,
Basic Reversal,Tiring Parry,DEF,DEF,P1,0,0,0,
Basic Reversal,Toppling Kick,DEF,DEF,SPEED_TIE,0,1,0,
Basic Reversal,Twist Arm,DEF,OFF,P2,0,0,0,
Basic Reversal,Ultimate Barrage,DEF,OFF,P2,0,10,-10,
Basic Reversal,Unassailable Stance,DEF,OFF,P2,0,0,0,
Basic Reversal,Untouchable Dodge,DEF,DEF,P1,0,0,0,
Basic Reversal,Uppercut,DEF,OFF,P2,0,0,-3,
Basic Reversal,Vital Point Assault,DEF,OFF,P2,0,4,0,
Basic Reversal,Vital Strike,DEF,OFF,P2,0,2,0,
Basic Reversal,Weave,DEF,DEF,SPEED_TIE,0,0,0,
Basic Reversal,Wind-up,DEF,DEF,P1,0,1,-2,
Basic Technical,Active Block,OFF,DEF,P1,0,0,0,
Basic Technical,Adept Block,OFF,DEF,P1,0,0,1,
Basic Technical,Adept Dodge,OFF,DEF,P1,0,0,1,
Basic Technical,Adept Heavy,OFF,OFF,SPEED_TIE,1,2,-2,
Basic Technical,Adept Light,OFF,OFF,P2,1,2,0,
Basic Technical,Adept Parry,OFF,DEF,P1,1,0,0,
Basic Technical,Adept Positioning,OFF,OFF,P2,1,0,1,
Basic Technical,Adept Reversal,OFF,DEF,P1,1,0,0,
Basic Technical,Adept Tech,OFF,OFF,SPEED_TIE,1,1,1,
Basic Technical,Adjust Stance,OFF,OFF,P2,1,0,1,
Basic Technical,Advancing Parry,OFF,DEF,P1,1,0,0,
Basic Technical,Basic Block,OFF,DEF,P1,0,0,1,
Basic Technical,Basic Dodge,OFF,DEF,P1,0,0,1,
Basic Technical,Basic Heavy,OFF,OFF,P1,1,3,-2,
Basic Technical,Basic Light,OFF,OFF,P2,1,1,1,
Basic Technical,Basic Parry,OFF,DEF,P1,1,0,0,
Basic Technical,Basic Positioning,OFF,OFF,P2,1,0,1,
Basic Technical,Basic Reversal,OFF,DEF,P1,1,0,1,
Basic Technical,Basic Technical,OFF,OFF,SPEED_TIE,1,1,0,
Basic Technical,Breakout,OFF,DEF,P1,0,0,0,
Basic Technical,Catch,OFF,DEF,P1,0,0,1,
Basic Technical,Counter Strike,OFF,DEF,P1,1,1,0,
Basic Technical,Crushing Block,OFF,DEF,P1,0,1,1,
Basic Technical,Discombobulate,OFF,OFF,P2,1,1,1,
Basic Technical,Draining Defence,OFF,DEF,P1,0,0,1,
Basic Technical,Drop Kick,OFF,OFF,SPEED_TIE,1,4,1,
Basic Technical,Drop Prone,OFF,DEF,P1,0,0,1,
Basic Technical,Drop Punch,OFF,DEF,P1,0,3,1,
Basic Technical,Elbow Block,OFF,DEF,P1,0,1,1,
Basic Technical,Evading Dance,OFF,DEF,P1,0,0,0,
Basic Technical,Final Strike,OFF,OFF,P1,1,15,1,
Basic Technical,Flying Kick,OFF,OFF,SPEED_TIE,1,1,-1,
Basic Technical,Go with the Flow,OFF,OFF,P1,1,0,1,
Basic Technical,Grab,OFF,OFF,P2,1,0,1,
Basic Technical,Hand Catch,OFF,DEF,P1,0,0,1,
